year,month,day,hour,clouds,temperature,chill,humidity,wind direction,wind speed,visibility,air pressure
2018,1,2,12,0.5,6.78,3.22,83,ZW,5.83,19100.0,1011.45
2018,1,2,13,0.0,6.47,2.93,81,ZZW,5.5,20150.0,1011.17
2018,1,2,14,0.0,6.27,3.03,80,ZZW,4.67,18783.33,1010.33
2018,1,2,15,0.0,6.27,3.28,80,Z,4.17,17116.67,1009.62
2018,1,2,16,0.0,6.63,3.05,82,ZZW,5.83,15150.0,1008.47
2018,1,2,17,0.0,6.45,2.87,87,Z,5.67,13383.33,1007.47
2018,1,2,18,0.0,5.88,1.7,93,Z,6.83,8651.67,1005.55
2018,1,2,19,0.0,5.75,1.65,95,Z,6.5,4578.33,1004.32
2018,1,2,20,0.0,6.77,2.65,94,ZZW,7.33,23750.0,1003.12
2018,1,2,21,0.0,7.65,3.9,94,ZZW,7.0,18783.33,1001.5
2018,1,2,22,0.0,8.28,4.67,95,ZZW,7.17,13816.67,999.87
2018,1,2,23,0.0,8.83,5.65,94,ZZW,6.33,17716.67,997.8
2018,1,3,0,0.0,9.08,5.98,94,Z,6.33,10331.67,994.58
2018,1,3,1,0.0,9.75,5.98,94,Z,8.67,7240.0,990.68
2018,1,3,2,0.0,10.97,,92,ZZW,10.67,6563.33,987.47
2018,1,3,3,0.0,11.43,,78,W,10.5,19215.0,986.47
2018,1,3,4,0.17,10.95,,68,W,9.67,34683.33,986.6
2018,1,3,5,0.0,10.45,,66,WZW,9.67,32950.0,986.83
2018,1,3,6,0.0,8.98,4.1,68,W,9.33,23218.33,986.87
2018,1,3,7,0.0,8.43,4.32,69,W,9.17,21166.67,987.67
2018,1,3,8,0.0,8.18,3.53,74,W,11.17,17350.0,988.68
2018,1,3,9,0.0,8.18,3.43,65,WZW,11.67,17833.33,989.63
2018,1,3,10,0.0,7.87,2.75,65,WZW,13.0,11886.67,990.6
2018,1,3,11,0.0,7.95,2.8,72,WZW,13.33,12491.67,991.45
2018,1,3,12,0.0,8.6,3.63,67,W,13.5,16166.67,992.72
2018,1,3,13,0.0,9.1,4.35,67,W,13.33,18433.33,993.98
2018,1,3,14,0.0,9.3,4.77,65,W,12.67,16166.67,995.3
2018,1,3,15,0.0,9.2,4.67,65,W,12.5,15088.33,996.68
2018,1,3,16,0.0,8.82,4.52,67,W,10.5,13108.33,997.38
2018,1,3,17,0.0,9.3,5.15,64,WZW,10.5,14533.33,997.75
2018,1,3,18,0.0,8.0,3.48,67,W,10.33,9170.0,998.6
2018,1,3,19,0.0,7.75,3.65,81,WZW,8.33,10141.67,999.18
2018,1,3,20,0.0,7.6,3.7,82,WZW,7.5,9313.33,999.45
2018,1,3,21,0.0,7.9,4.37,74,W,6.83,10051.67,999.42
2018,1,3,22,0.0,7.92,3.65,75,WZW,9.17,12066.67,999.37
2018,1,3,23,0.0,7.8,3.95,76,WZW,7.5,11916.67,999.68
2018,1,4,0,0.0,7.77,3.72,76,WZW,8.17,11600.0,999.33
2018,1,4,1,0.5,7.48,3.58,76,WZW,7.33,11400.0,999.38
2018,1,4,2,2.0,7.05,3.2,79,WZW,6.83,10366.67,999.28
2018,1,4,3,2.0,6.68,3.08,81,WZW,5.83,9676.67,999.15
2018,1,4,4,0.83,6.22,2.5,86,ZW,5.83,8965.0,999.08
2018,1,4,5,0.0,6.53,2.72,88,ZW,6.33,9648.33,998.57
2018,1,4,6,0.0,6.6,3.23,89,ZW,5.17,11316.67,998.18
2018,1,4,7,0.0,6.87,3.67,90,ZW,5.0,13200.0,997.92
2018,1,4,8,0.0,7.12,4.05,90,ZW,4.83,16550.0,997.35
2018,1,4,9,0.0,7.47,4.87,89,ZZW,4.0,18450.0,996.77
2018,1,4,10,0.0,7.77,5.47,91,Z,3.67,14250.0,995.72
2018,1,4,11,0.0,7.82,5.6,96,Z,3.5,7435.0,994.13
2018,1,4,12,0.0,8.17,5.93,96,Z,3.67,7108.33,992.38
2018,1,4,13,0.0,8.83,6.13,97,ZZW,5.0,7221.67,991.27
2018,1,4,14,0.0,10.22,6.9,96,ZW,6.17,8635.0,990.8
2018,1,4,15,0.0,11.42,,88,WZW,6.33,14816.67,990.57
2018,1,4,16,0.0,11.42,,79,WZW,8.17,11983.33,990.42
2018,1,4,17,0.0,11.23,,72,WZW,9.33,11016.67,990.52
2018,1,4,18,0.0,10.85,,70,WZW,10.83,10270.0,991.32
2018,1,4,19,0.0,10.07,5.9,69,W,11.17,14416.67,992.42
2018,1,4,20,0.0,9.4,5.2,65,W,11.0,27400.0,993.77
2018,1,4,21,0.0,8.62,4.67,65,WZW,8.83,33600.0,994.67
2018,1,4,22,0.5,7.7,3.4,70,WZW,9.0,26966.67,995.35
2018,1,4,23,0.5,7.6,3.42,73,ZW,8.5,30966.67,995.65
2018,1,5,0,0.0,7.73,3.82,74,ZW,7.67,26733.33,995.65
2018,1,5,1,0.0,7.58,4.0,77,ZW,6.5,20633.33,995.43
2018,1,5,2,0.0,7.52,3.53,79,ZZW,7.67,10896.67,995.12
2018,1,5,3,0.0,6.92,3.55,94,Z,5.5,9858.33,993.8
2018,1,5,4,0.0,8.0,3.87,84,ZW,8.83,17383.33,993.43
2018,1,5,5,0.0,7.7,4.2,86,W,6.5,34083.33,994.68
2018,1,5,6,0.0,6.65,4.73,88,WZW,2.67,37983.33,995.23
2018,1,5,7,0.17,6.67,5.3,90,WZW,2.33,21850.0,995.78
2018,1,5,8,1.17,7.33,4.17,83,ZW,5.17,20116.67,996.37
2018,1,5,9,0.0,7.97,5.02,84,ZW,5.0,16950.0,996.7
2018,1,5,10,0.0,8.83,6.13,82,ZW,5.0,13550.0,996.75
2018,1,5,11,0.5,9.27,6.6,81,ZZW,5.17,14183.33,996.78
2018,1,5,12,1.0,9.2,6.53,81,ZZW,5.17,13833.33,996.57
2018,1,5,13,0.67,9.3,6.7,80,ZZW,5.0,14116.67,996.33
2018,1,5,14,0.0,9.25,6.92,81,ZZW,4.33,15216.67,996.52
2018,1,5,15,0.0,8.95,6.82,81,Z,3.83,16433.33,996.45
2018,1,5,16,0.0,8.13,5.08,80,W,5.5,11525.0,996.98
2018,1,5,17,0.0,6.82,3.93,93,ZW,4.33,23523.33,997.48
2018,1,5,18,0.67,6.03,3.52,93,ZZW,3.33,26733.33,998.07
2018,1,5,19,3.0,5.88,2.5,89,ZZW,4.83,36550.0,998.75
2018,1,5,20,3.0,5.57,2.03,88,ZZW,5.0,35700.0,999.45
2018,1,5,21,3.0,4.88,1.43,89,ZW,4.5,33666.67,1000.18
2018,1,5,22,2.33,4.25,1.17,90,ZZW,3.67,29033.33,1000.83
2018,1,5,23,2.0,4.68,1.28,90,ZZW,4.33,24633.33,1001.52
2018,1,6,0,2.0,4.53,1.72,90,ZZW,3.33,23016.67,1001.82
2018,1,6,1,2.0,3.62,0.82,93,ZZW,3.0,19866.67,1002.22
2018,1,6,2,2.0,2.98,0.05,93,ZZW,3.0,19783.33,1002.82
2018,1,6,3,2.0,2.75,0.43,94,Z,2.33,20233.33,1003.1
2018,1,6,4,2.0,1.62,-0.33,95,ZZO,1.83,16050.0,1003.48
2018,1,6,5,2.0,1.93,-0.38,96,Z,2.17,12735.0,1004.27
2018,1,6,6,0.67,1.8,1.27,97,ZZO,0.83,6941.67,1004.72
2018,1,6,7,0.17,1.22,0.48,97,ZZO,0.83,3160.5,1005.28
2018,1,6,8,0.0,1.2,0.72,97,OZO,0.67,2696.67,1006.25
2018,1,6,9,0.0,1.9,1.38,97,OZO,0.83,5666.67,1007.08
2018,1,6,10,0.0,3.85,3.45,97,ZO,1.0,7708.33,1007.67
2018,1,6,11,0.0,5.15,4.97,96,OZO,0.67,10405.0,1008.12
2018,1,6,12,0.0,5.57,4.68,93,NNW,1.5,9700.0,1008.53
2018,1,6,13,0.0,5.5,3.63,93,NNO,2.33,7716.67,1009.02
2018,1,6,14,0.0,5.62,4.77,93,NNO,1.5,7295.0,1009.8
2018,1,6,15,0.0,5.4,3.8,95,NNO,2.0,5920.0,1010.4
2018,1,6,16,0.0,5.42,3.55,95,NNO,2.33,5968.33,1011.3
2018,1,6,17,0.0,5.57,2.97,95,NNO,3.33,6180.0,1012.2
2018,1,6,18,0.0,5.7,2.53,94,NNO,4.33,7191.67,1013.22
2018,1,6,19,0.0,5.63,2.3,90,NO,4.67,8068.33,1014.27
2018,1,6,20,0.0,5.57,2.03,89,NO,5.0,8593.33,1015.37
2018,1,6,21,0.0,5.27,1.43,89,NNO,5.5,11428.33,1016.13
2018,1,6,22,0.0,4.93,0.97,89,NNO,5.67,14416.67,1016.97
2018,1,6,23,0.0,4.4,0.13,88,NNO,6.0,19683.33,1017.58
2018,1,7,0,0.0,3.75,-0.88,83,NO,6.5,28166.67,1018.43
2018,1,7,1,0.0,3.35,-1.57,84,NO,6.83,27966.67,1019.3
2018,1,7,2,0.0,3.22,-1.85,84,NO,7.17,21216.67,1020.05
2018,1,7,3,0.0,3.22,-1.65,84,NO,6.67,16216.67,1020.77
2018,1,7,4,0.0,3.1,-1.77,83,NO,6.67,21150.0,1021.27
2018,1,7,5,0.0,3.13,-1.95,82,NO,7.17,21166.67,1021.83
2018,1,7,6,0.0,2.68,-2.65,83,NO,7.5,20516.67,1022.77
2018,1,7,7,0.0,2.48,-2.78,81,NO,7.17,25350.0,1023.83
2018,1,7,8,0.0,2.12,-3.65,81,NO,8.17,30883.33,1024.67
2018,1,7,9,0.0,1.52,-4.1,81,NO,7.33,34900.0,1025.65
2018,1,7,10,0.5,1.73,-4.02,80,NO,7.83,37633.33,1026.27
2018,1,7,11,0.17,2.37,-3.22,78,NO,7.83,37183.33,1026.02
2018,1,7,12,2.17,2.93,-2.35,75,NO,7.5,34016.67,1025.65
2018,1,7,13,2.33,3.03,-2.38,74,NO,8.0,39183.33,1025.22
2018,1,7,14,3.0,2.58,-2.98,74,NO,8.0,38116.67,1025.35
2018,1,7,15,3.0,2.03,-3.75,75,NO,8.17,44500.0,1025.57
2018,1,7,16,2.67,1.45,-4.28,77,NO,7.5,45900.0,1025.88
2018,1,7,17,1.17,1.17,-4.2,79,NO,6.5,42616.67,1026.32
2018,1,7,18,0.0,1.2,-4.32,79,NO,6.83,43366.67,1026.73
2018,1,7,19,0.0,1.27,-4.33,78,ONO,7.0,44000.0,1026.77
2018,1,7,20,0.0,1.3,-4.33,78,ONO,7.17,45483.33,1026.65
2018,1,7,21,0.0,1.23,-4.43,78,ONO,7.17,41583.33,1026.45
2018,1,7,22,0.0,1.35,-4.18,78,NO,7.0,45250.0,1026.35
2018,1,7,23,0.0,1.35,-4.6,79,NO,8.0,40633.33,1026.18
2018,1,8,0,0.0,1.4,-4.23,79,NO,7.33,38133.33,1025.87
2018,1,8,1,0.0,1.42,-4.02,80,ONO,6.83,33400.0,1025.53
2018,1,8,2,0.0,1.62,-3.4,80,ONO,6.0,35733.33,1025.53
2018,1,8,3,0.0,1.65,-3.58,80,NO,6.5,33783.33,1025.25
2018,1,8,4,0.0,1.58,-3.52,80,NO,6.17,29300.0,1025.18
2018,1,8,5,0.0,1.72,-3.03,80,ONO,5.5,28466.67,1025.1
2018,1,8,6,0.0,1.98,-2.87,79,ONO,5.83,27350.0,1024.87
2018,1,8,7,0.0,2.12,-2.45,79,ONO,5.33,27300.0,1024.48
2018,1,8,8,0.0,2.22,-2.42,79,ONO,5.5,26883.33,1024.4
2018,1,8,9,0.0,2.32,-2.28,79,ONO,5.5,26933.33,1024.15
2018,1,8,10,0.0,2.77,-1.87,77,ONO,5.83,27383.33,1023.82
2018,1,8,11,0.0,2.93,-1.6,77,ONO,5.67,26300.0,1023.22
2018,1,8,12,0.0,3.4,-0.48,75,ONO,4.67,25716.67,1022.45
2018,1,8,13,0.0,4.27,0.33,74,ONO,5.17,25200.0,1021.83
2018,1,8,14,0.0,4.65,0.78,73,ONO,5.17,27066.67,1021.27
2018,1,8,15,1.33,4.05,0.5,75,ONO,4.33,26250.0,1020.85
2018,1,8,16,2.5,3.68,-0.05,76,ONO,4.5,24850.0,1020.47
2018,1,8,17,2.0,3.5,-0.48,78,ONO,4.83,22466.67,1020.05
2018,1,8,18,2.0,3.48,-0.58,79,ONO,5.0,19533.33,1019.53
2018,1,8,19,2.0,3.28,-0.63,80,ONO,4.67,18750.0,1019.07
2018,1,8,20,2.0,3.2,-1.0,81,ONO,5.17,16850.0,1018.62
2018,1,8,21,2.0,2.87,-0.98,82,ONO,4.33,14850.0,1018.38
2018,1,8,22,2.0,2.43,-1.07,84,O,3.67,12816.67,1017.7
2018,1,8,23,2.0,2.1,-1.72,85,ONO,4.0,11050.0,1016.75
2018,1,9,0,2.0,2.17,-2.02,86,ONO,4.67,10510.0,1015.67
2018,1,9,1,2.0,2.52,-1.32,86,ONO,4.17,11483.33,1014.73
2018,1,9,2,2.0,2.8,-1.22,85,ONO,4.67,12083.33,1013.57
2018,1,9,3,2.0,2.67,-0.57,87,O,3.33,11116.67,1013.53
2018,1,9,4,2.0,2.42,-0.13,88,ONO,2.5,10473.33,1012.95
2018,1,9,5,2.0,2.15,-1.18,89,ONO,3.33,8765.0,1012.05
2018,1,9,6,2.0,1.85,-0.97,91,OZO,2.67,8986.67,1011.78
2018,1,9,7,2.0,1.8,-1.37,91,O,3.0,8875.0,1011.42
2018,1,9,8,2.0,2.02,-0.77,91,OZO,2.67,8540.0,1011.17
2018,1,9,9,2.0,2.45,0.22,90,OZO,2.17,9260.0,1010.63
2018,1,9,10,2.0,3.17,1.15,89,ZO,2.17,10121.67,1010.42
2018,1,9,11,1.33,3.92,2.33,87,OZO,1.83,11016.67,1009.9
2018,1,9,12,1.0,4.72,2.87,85,ZO,2.17,13333.33,1009.43
2018,1,9,13,2.33,5.07,3.3,85,ZO,2.17,13883.33,1008.88
2018,1,9,14,0.0,5.27,3.37,86,ZO,2.33,14083.33,1008.7
2018,1,9,15,0.0,5.25,3.65,86,ZO,2.0,14200.0,1008.58
2018,1,9,16,0.0,4.67,2.97,89,ZO,2.0,12933.33,1008.7
2018,1,9,17,0.0,5.02,3.4,89,ZO,2.0,11516.67,1008.9
2018,1,9,18,0.0,5.33,3.6,89,ZO,2.17,11216.67,1008.98
2018,1,9,19,0.0,5.78,3.58,88,ZO,2.83,11250.0,1009.08
2018,1,9,20,0.0,5.85,3.55,89,ZO,3.0,11233.33,1009.02
2018,1,9,21,0.0,6.07,4.2,89,Z,2.5,11666.67,1009.08
2018,1,9,22,0.0,6.4,4.2,88,ZZO,3.0,12816.67,1009.18
2018,1,9,23,0.0,6.22,4.08,90,Z,2.83,12033.33,1008.97
2018,1,10,0,0.0,6.35,4.38,92,ZZO,2.67,12300.0,1008.65
2018,1,10,1,0.0,6.83,5.0,91,Z,2.67,15866.67,1008.23
2018,1,10,2,0.0,7.08,4.98,90,ZZO,3.0,19066.67,1008.08
2018,1,10,3,0.0,7.27,5.48,90,ZZO,2.67,20716.67,1007.92
2018,1,10,4,0.0,7.3,5.88,89,ZZO,2.17,22916.67,1007.8
2018,1,10,5,0.0,7.3,5.28,91,ZZO,3.0,16133.33,1007.77
2018,1,10,6,0.0,7.2,5.1,92,Z,3.0,13753.33,1007.75
2018,1,10,7,0.0,7.17,4.58,95,Z,3.83,13140.0,1007.85
2018,1,10,8,0.0,7.1,4.6,95,Z,3.67,18016.67,1008.03
2018,1,10,9,0.0,7.32,4.78,94,Z,3.83,25383.33,1008.2
2018,1,10,10,0.0,7.58,4.9,88,Z,4.17,28850.0,1008.23
2018,1,10,11,0.0,7.72,5.17,88,Z,4.0,37100.0,1007.95
2018,1,10,12,0.0,8.35,5.67,85,ZZW,4.67,35933.33,1007.55
2018,1,10,13,0.0,8.22,5.57,85,ZZW,4.5,37133.33,1007.48
2018,1,10,14,0.0,8.15,6.25,85,Z,3.0,37416.67,1007.67
2018,1,10,15,0.0,8.08,5.85,82,Z,3.67,43116.67,1007.93
2018,1,10,16,0.0,7.9,5.7,83,Z,3.5,45733.33,1008.38
2018,1,10,17,0.0,7.68,5.15,82,Z,4.0,42900.0,1008.82
2018,1,10,18,0.0,7.28,5.27,86,Z,3.0,38633.33,1009.12
2018,1,10,19,0.0,6.87,4.75,92,Z,3.0,18950.0,1009.47
2018,1,10,20,0.0,6.62,4.55,96,ZZO,2.83,10081.67,1009.73
2018,1,10,21,0.0,6.57,4.63,96,ZZO,2.67,10068.33,1010.07
2018,1,10,22,0.0,6.5,4.83,96,ZZO,2.33,9905.0,1010.3
2018,1,10,23,0.0,6.38,4.72,96,Z,2.33,9365.0,1010.38
2018,1,11,0,0.0,6.42,5.02,95,Z,2.0,9806.67,1010.73
2018,1,11,1,0.0,6.2,5.87,96,Z,0.83,6546.67,1011.07
2018,1,11,2,0.0,5.77,5.35,97,ZO,1.17,5431.67,1011.42
2018,1,11,3,0.0,5.92,5.07,97,ZZO,1.5,6283.33,1011.97
2018,1,11,4,0.0,5.8,5.63,97,ZZW,0.83,5361.67,1012.45
2018,1,11,5,0.0,5.37,5.23,97,OZO,0.5,1827.17,1012.95
2018,1,11,6,0.0,5.1,4.95,97,ZZO,0.5,2006.67,1013.68
2018,1,11,7,0.0,4.68,4.42,97,ZO,0.83,3731.67,1014.53
2018,1,11,8,0.0,5.15,5.15,97,Z,0.0,3360.0,1015.5
2018,1,11,9,0.0,6.15,6.05,97,NNO,0.67,5106.67,1016.33
2018,1,11,10,0.0,7.43,7.4,90,NNO,1.0,8773.33,1016.92
2018,1,11,11,0.0,8.12,7.2,85,N,1.83,10631.67,1017.17
2018,1,11,12,0.0,8.25,7.88,85,N,1.33,9966.67,1017.38
2018,1,11,13,0.0,8.38,7.28,86,NNO,2.0,9881.67,1017.93
2018,1,11,14,0.0,8.1,6.6,88,N,2.5,8645.0,1018.63
2018,1,11,15,0.0,7.68,6.35,91,N,2.17,6610.0,1019.42
2018,1,11,16,0.0,7.4,6.78,92,NNW,1.5,5326.67,1020.17
2018,1,11,17,0.0,7.28,6.63,93,N,1.5,4428.33,1020.73
2018,1,11,18,0.0,6.83,6.1,94,N,1.5,3851.67,1021.2
2018,1,11,19,0.0,6.78,5.05,95,N,2.5,3271.67,1021.97
2018,1,11,20,0.0,6.58,5.05,95,N,2.17,2931.67,1022.48
2018,1,11,21,0.0,6.28,4.03,95,N,3.0,2988.33,1023.1
2018,1,11,22,0.0,5.67,3.43,95,N,2.83,2968.33,1023.48
2018,1,11,23,0.0,5.33,4.38,97,NW,1.5,2253.33,1023.92
2018,1,12,0,0.0,5.5,4.83,96,NNW,1.33,2260.0,1024.22
2018,1,12,1,0.0,5.6,4.53,97,NNW,1.67,1658.33,1024.45
2018,1,12,2,0.0,5.53,4.43,96,N,1.67,2213.33,1024.82
2018,1,12,3,0.0,5.32,5.13,97,N,0.67,2641.67,1024.97
2018,1,12,4,0.0,5.17,4.7,96,NNW,1.0,2398.33,1025.0
2018,1,12,5,0.0,5.02,4.72,97,WNW,1.0,2163.33,1025.2
2018,1,12,6,0.0,5.18,4.67,97,WNW,1.17,1851.67,1025.52
2018,1,12,7,0.0,5.22,4.92,97,NW,1.0,2011.67,1025.87
2018,1,12,8,0.0,5.2,4.68,96,NW,1.17,2313.33,1026.32
2018,1,12,9,0.0,5.27,4.53,95,NNW,1.33,3073.33,1026.83
2018,1,12,10,0.0,5.33,3.73,94,N,2.0,3263.33,1027.0
2018,1,12,11,0.0,5.3,4.13,94,N,1.67,3301.67,1026.68
2018,1,12,12,0.0,5.48,4.78,93,NO,1.33,3171.67,1026.38
2018,1,12,13,0.0,5.55,4.43,93,NNO,1.67,3230.0,1026.38
2018,1,12,14,0.0,5.57,5.17,93,O,1.0,3186.67,1026.58
2018,1,12,15,0.0,5.62,5.52,91,O,0.5,3535.0,1026.6
2018,1,12,16,0.0,5.58,5.42,92,O,0.83,3348.33,1026.7
2018,1,12,17,0.0,5.6,5.18,92,O,1.17,3300.0,1026.7
2018,1,12,18,0.0,5.55,4.9,93,O,1.33,3221.67,1026.73
2018,1,12,19,0.0,5.55,5.35,93,O,1.0,3066.67,1026.98
2018,1,12,20,0.0,5.5,5.3,93,O,1.0,3106.67,1027.15
2018,1,12,21,0.0,5.4,5.1,93,O,1.0,2816.67,1027.1
2018,1,12,22,0.0,5.38,4.22,93,OZO,1.67,2903.33,1026.87
2018,1,12,23,0.0,5.12,3.52,93,OZO,2.0,2738.33,1026.73
2018,1,13,0,0.0,4.57,2.25,95,O,2.67,1838.33,1026.48
2018,1,13,1,0.0,3.95,1.85,97,ZO,2.33,410.83,1026.35
2018,1,13,2,0.0,3.95,2.15,97,OZO,2.0,1203.5,1026.27
2018,1,13,3,0.0,4.27,2.47,97,O,2.0,1750.0,1025.85
2018,1,13,4,0.0,4.5,3.03,96,OZO,1.83,2066.67,1025.47
2018,1,13,5,0.0,4.65,2.95,94,OZO,2.0,2195.0,1025.2
2018,1,13,6,0.0,4.77,3.15,94,OZO,2.0,2206.67,1025.05
2018,1,13,7,0.0,4.8,3.07,95,OZO,2.17,1755.0,1024.88
2018,1,13,8,0.0,4.93,3.13,96,OZO,2.17,1616.67,1025.08
2018,1,13,9,0.0,5.3,3.28,92,OZO,2.5,2643.33,1025.17
2018,1,13,10,0.0,5.88,3.72,90,OZO,2.83,4698.33,1025.07
2018,1,13,11,0.0,6.72,3.88,78,OZO,4.17,8820.0,1024.57
2018,1,13,12,0.0,6.75,3.9,76,OZO,4.17,11300.0,1024.07
2018,1,13,13,0.0,6.5,3.68,73,OZO,4.0,12716.67,1023.42
2018,1,13,14,0.0,5.77,2.62,75,O,4.33,14100.0,1023.1
2018,1,13,15,2.0,5.08,2.32,75,OZO,3.5,15283.33,1022.98
2018,1,13,16,2.17,4.83,2.2,73,OZO,3.17,18716.67,1022.97
2018,1,13,17,0.0,5.08,2.58,73,OZO,3.0,17888.33,1022.98
2018,1,13,18,1.83,4.55,2.38,76,O,2.5,16666.67,1022.75
2018,1,13,19,3.0,3.95,1.23,74,O,3.0,15500.0,1022.73
2018,1,13,20,0.33,4.15,1.47,74,O,3.0,15300.0,1022.47
2018,1,13,21,0.0,4.43,1.57,73,ONO,3.33,15216.67,1022.1
2018,1,13,22,0.0,4.83,1.87,70,O,3.67,15866.67,1021.85
2018,1,13,23,0.0,5.0,2.15,70,O,3.5,15783.33,1021.58
2018,1,14,0,0.0,5.02,1.83,70,ONO,4.0,15933.33,1021.15
2018,1,14,1,0.0,5.05,2.0,71,O,3.83,15083.33,1020.92
2018,1,14,2,0.0,5.03,2.1,71,O,3.67,15600.0,1020.68
2018,1,14,3,0.0,4.78,1.57,73,O,4.0,15466.67,1020.57
2018,1,14,4,1.5,4.17,0.93,75,O,3.83,15383.33,1020.35
2018,1,14,5,2.83,3.7,0.58,76,O,3.5,14916.67,1020.33
2018,1,14,6,3.0,3.23,0.12,76,O,3.33,14683.33,1020.5
2018,1,14,7,3.0,2.78,-0.43,78,O,3.33,14616.67,1020.53
2018,1,14,8,3.0,2.85,-0.68,77,O,3.83,14766.67,1020.58
2018,1,14,9,3.0,3.57,0.08,76,O,4.0,14583.33,1020.72
2018,1,14,10,3.0,4.37,0.45,73,OZO,5.17,16033.33,1020.62
2018,1,14,11,3.0,5.13,1.75,71,OZO,4.5,15250.0,1020.3
2018,1,14,12,3.0,5.7,2.7,70,ZO,4.0,15116.67,1019.78
2018,1,14,13,3.0,5.77,2.8,70,ZO,4.0,14816.67,1019.35
2018,1,14,14,3.0,5.57,2.78,72,OZO,3.67,14166.67,1019.3
2018,1,14,15,3.0,4.82,2.57,73,OZO,2.67,12983.33,1019.35
2018,1,14,16,3.0,3.9,1.15,78,OZO,3.0,12333.33,1019.25
2018,1,14,17,2.67,3.07,0.3,81,OZO,2.83,11133.33,1019.27
2018,1,14,18,2.33,2.25,-0.82,84,ZO,3.0,9868.33,1018.9
2018,1,14,19,1.67,1.83,-1.57,86,ZO,3.33,8923.33,1018.63
2018,1,14,20,0.33,1.57,-1.75,87,ZZO,3.17,8078.33,1018.6
2018,1,14,21,0.0,1.23,-2.05,88,ZZO,3.0,7718.33,1018.5
2018,1,14,22,1.17,0.97,-2.35,89,ZZO,3.0,7826.67,1018.07
2018,1,14,23,2.33,1.0,-2.3,89,ZZO,3.0,7666.67,1017.38
2018,1,15,0,2.33,0.68,-2.72,89,Z,3.0,7976.67,1016.57
2018,1,15,1,1.33,0.65,-2.87,90,Z,3.17,8198.33,1015.82
2018,1,15,2,0.0,1.72,-1.47,89,ZZO,3.0,9428.33,1015.05
2018,1,15,3,0.0,3.02,-0.02,85,Z,3.17,10333.33,1014.08
2018,1,15,4,0.0,3.97,0.92,84,Z,3.5,11083.33,1013.27
2018,1,15,5,0.0,4.65,1.25,84,Z,4.33,11016.67,1012.12
2018,1,15,6,0.0,4.82,1.05,85,ZZW,5.17,10095.0,1011.43
2018,1,15,7,0.0,4.82,0.3,87,ZZW,6.83,9100.0,1010.73
2018,1,15,8,0.0,4.83,0.67,85,ZZW,6.0,11433.33,1009.82
2018,1,15,9,0.0,5.32,1.22,84,Z,6.17,13716.67,1008.37
2018,1,15,10,0.0,6.2,1.7,81,Z,8.0,20583.33,1007.0
2018,1,15,11,0.0,6.65,2.3,84,Z,8.0,27283.33,1004.73
2018,1,15,12,0.0,6.52,1.95,84,Z,8.67,14783.33,1002.45
2018,1,15,13,0.0,6.27,1.62,90,Z,8.67,7820.0,1000.53
2018,1,15,14,0.0,6.03,1.25,92,Z,8.83,8368.33,998.42
2018,1,15,15,0.0,6.15,1.32,88,Z,9.17,16530.0,996.6
2018,1,15,16,0.0,5.72,0.55,87,ZZW,9.83,10806.67,995.02
2018,1,15,17,0.0,5.53,0.5,88,Z,9.17,11031.67,993.28
2018,1,15,18,0.0,5.88,1.1,91,ZZW,8.67,15805.0,992.17
2018,1,15,19,0.0,6.48,2.07,93,ZZW,8.0,19833.33,991.83
2018,1,15,20,0.0,7.2,3.28,94,ZZW,7.17,11191.67,992.07
2018,1,15,21,0.0,7.13,3.63,91,WZW,5.83,32430.0,992.5
2018,1,15,22,0.0,6.77,3.32,90,WZW,5.5,34616.67,992.8
2018,1,15,23,0.83,6.23,2.38,89,WZW,6.17,30433.33,993.72
2018,1,16,0,0.0,5.95,1.82,90,WZW,6.83,22765.0,993.95
2018,1,16,1,0.0,5.77,2.22,91,ZW,5.17,32016.67,993.28
2018,1,16,2,0.0,6.08,2.23,89,ZW,6.0,23766.67,992.78
2018,1,16,3,0.0,6.32,2.27,86,ZW,6.83,21650.0,992.17
2018,1,16,4,0.0,6.27,2.02,83,ZW,7.33,22016.67,991.68
2018,1,16,5,0.0,6.07,2.08,85,ZW,6.33,28116.67,991.32
2018,1,16,6,0.0,6.05,1.92,85,ZW,6.83,26816.67,991.15
2018,1,16,7,0.0,6.48,2.2,83,ZW,7.67,25066.67,991.07
2018,1,16,8,0.0,6.33,1.9,82,WZW,8.0,15940.0,991.6
2018,1,16,9,0.0,4.6,0.18,86,W,6.5,13615.0,992.78
2018,1,16,10,0.0,4.48,0.77,86,WNW,4.83,22980.0,993.82
2018,1,16,11,0.0,4.93,1.53,85,W,4.5,26566.67,994.12
2018,1,16,12,0.0,5.22,1.05,82,W,6.33,29516.67,994.12
2018,1,16,13,0.17,5.7,1.73,72,W,6.17,31150.0,994.18
2018,1,16,14,0.17,5.07,0.83,72,W,6.33,28766.67,994.35
2018,1,16,15,0.0,4.07,-0.83,77,WZW,7.33,29183.33,994.83
2018,1,16,16,0.0,3.38,-0.47,79,WZW,4.67,30316.67,994.87
2018,1,16,17,0.0,3.33,-1.15,81,WZW,5.83,29833.33,994.48
2018,1,16,18,2.33,2.38,-1.75,85,ZW,4.67,25800.0,994.28
2018,1,16,19,2.0,2.42,-1.43,84,ZZW,4.17,24866.67,994.08
2018,1,16,20,0.33,3.15,-1.03,83,ZW,5.17,22816.67,993.58
