year,month,day,hour,total_consumption,total_solar_production
2018,3,69,6,17644.254,7268.8
2018,3,69,7,17644.486,7268.9
2018,3,69,8,17644.487,7269.3
2018,3,69,9,17644.487,7270.4
2018,3,69,10,17644.624,7271.1
2018,3,69,11,17644.966,7271.8
2018,3,69,12,17645.179,7272.5
2018,3,69,13,17645.253,7273.1
2018,3,69,14,17645.343999999994,7273.4
2018,3,69,15,17645.461,7273.5
2018,3,69,16,17645.715,7273.6
2018,3,69,17,17645.974,7273.6
2018,3,69,18,17646.264,7273.6
2018,3,69,19,17646.471999999998,7273.6
2018,3,69,20,17646.689,7273.6
2018,3,69,21,17647.512,7273.6
2018,3,69,22,17648.616,7273.6
2018,3,69,23,17649.201,7273.6
2018,3,70,0,17649.595,7273.6
2018,3,70,1,17649.787,7273.6
2018,3,70,2,17649.971,7273.6
2018,3,70,3,17650.17,7273.6
2018,3,70,4,17650.423,7273.6
2018,3,70,5,17650.625,7273.6
2018,3,70,6,17650.788,7273.7
2018,3,70,7,17651.207,7273.7
2018,3,70,8,17651.642,7273.8
2018,3,70,9,17651.768,7274.0
2018,3,70,10,17652.352,7274.5
2018,3,70,11,17653.052,7275.0
2018,3,70,12,17654.096999999998,7275.8
2018,3,70,13,17654.36,7276.4
2018,3,70,14,17654.374,7277.4
2018,3,70,15,17654.375,7278.1
2018,3,70,16,17654.54,7278.3
2018,3,70,17,17655.588,7278.4
2018,3,70,18,17657.483,7278.4
2018,3,70,19,17658.83,7278.4
2018,3,70,20,17659.371,7278.4
2018,3,70,21,17659.887,7278.4
2018,3,70,22,17660.348,7278.4
2018,3,70,23,17660.735,7278.4
2018,3,71,0,17661.04,7278.4
2018,3,71,1,17661.264,7278.4
2018,3,71,2,17661.416,7278.4
2018,3,71,3,17661.659,7278.4
2018,3,71,4,17661.871,7278.4
2018,3,71,5,17662.106,7278.4
2018,3,71,6,17662.453,7278.4
2018,3,71,7,17662.767,7278.5
2018,3,71,8,17663.017,7279.0
2018,3,71,9,17663.023999999998,7280.1
2018,3,71,10,17663.065,7281.6
2018,3,71,11,17663.199,7282.1
2018,3,71,12,17663.203999999998,7282.6
2018,3,71,13,17663.221999999998,7283.5
2018,3,71,14,17663.228,7284.1
2018,3,71,15,17663.363,7284.7
2018,3,71,16,17663.613999999998,7284.9
2018,3,71,17,17664.804,7284.9
2018,3,71,18,17665.355,7284.9
2018,3,71,19,17666.089,7284.9
2018,3,71,20,17666.581000000002,7284.9
2018,3,71,21,17667.277,7284.9
2018,3,71,22,17667.787,7284.9
2018,3,71,23,17668.688000000002,7284.9
2018,3,72,0,17669.567,7284.9
2018,3,72,1,17669.771,7284.9
2018,3,72,2,17670.019,7284.9
2018,3,72,3,17670.161,7284.9
2018,3,72,4,17670.387,7284.9
2018,3,72,5,17670.63,7284.9
2018,3,72,6,17671.038,7285.0
2018,3,72,7,17671.28,7285.0
2018,3,72,8,17671.58,7285.1
2018,3,72,9,17671.761000000002,7285.2
2018,3,72,10,17672.037,7285.2
2018,3,72,11,17672.281000000006,7285.3
2018,3,72,12,17672.486,7285.5
2018,3,72,13,17672.915,7285.6
2018,3,72,14,17673.398,7285.6
2018,3,72,15,17673.771,7285.7
2018,3,72,16,17674.253,7285.8
2018,3,72,17,17675.631999999998,7285.8
2018,3,72,18,17677.911,7285.8
2018,3,72,19,17679.101000000002,7285.8
2018,3,72,20,17679.723,7285.8
2018,3,72,21,17680.677,7285.8
2018,3,72,22,17681.56,7285.8
2018,3,72,23,17681.889,7285.8
2018,3,73,0,17682.199,7285.8
2018,3,73,1,17682.381,7285.8
2018,3,73,2,17682.607,7285.8
2018,3,73,3,17682.783,7285.8
2018,3,73,4,17682.98,7285.8
2018,3,73,5,17683.232,7285.8
2018,3,73,6,17683.635,7285.9
2018,3,73,7,17683.741,7286.4
2018,3,73,8,17683.771,7287.6
2018,3,73,9,17683.771,7289.7
2018,3,73,10,17683.772,7292.1
2018,3,73,11,17683.772,7293.8
2018,3,73,12,17683.772,7295.4
2018,3,73,13,17683.808999999994,7296.8
2018,3,73,14,17683.834,7297.9
2018,3,73,15,17683.849,7298.4
2018,3,73,16,17684.085,7298.6
2018,3,73,17,17684.696,7298.6
2018,3,73,18,17685.41,7298.6
2018,3,73,19,17686.109,7298.6
2018,3,73,20,17686.939,7298.6
2018,3,73,21,17687.593999999994,7298.6
2018,3,73,22,17689.182,7298.6
2018,3,73,23,17689.7,7298.6
2018,3,74,0,17689.998,7298.6
2018,3,74,1,17690.225,7298.6
2018,3,74,2,17690.446,7298.6
2018,3,74,3,17690.673,7298.6
2018,3,74,4,17690.94,7298.6
2018,3,74,5,17691.2,7298.6
2018,3,74,6,17691.658,7298.7
2018,3,74,7,17691.66,7299.2
2018,3,74,8,17691.66,7300.0
2018,3,74,9,17691.782,7300.0
2018,3,74,10,17691.818,7300.0
2018,3,74,11,17692.241,7300.0
2018,3,74,12,17692.386000000002,7300.0
2018,3,74,13,17692.408,7300.0
2018,3,74,14,17692.546000000002,7300.0
2018,3,74,15,17692.958,7300.0
2018,3,74,16,17693.331000000002,7300.0
2018,3,74,17,17694.084,7300.0
2018,3,74,18,17694.865,7300.0
2018,3,74,19,17695.5,7300.0
2018,3,74,20,17696.298,7300.0
2018,3,74,21,17697.48,7300.0
2018,3,74,22,17698.676,7303.8
2018,3,74,23,17699.152,7303.8
2018,3,75,0,17699.499,7303.8
2018,3,75,1,17699.703999999998,7303.8
2018,3,75,2,17699.947,7303.8
2018,3,75,3,17700.185,7303.8
2018,3,75,4,17700.378,7303.8
2018,3,75,5,17700.653000000002,7303.8
2018,3,75,6,17701.143,7303.8
2018,3,75,7,17701.433,7303.9
2018,3,75,8,17702.185,7303.9
2018,3,75,9,17702.622,7304.0
2018,3,75,10,17703.103,7304.1
2018,3,75,11,17703.641,7304.2
2018,3,75,12,17704.06,7304.3
2018,3,75,13,17704.452,7304.4
2018,3,75,14,17704.851000000002,7304.4
2018,3,75,15,17705.266,7304.5
2018,3,75,16,17705.82,7304.6
2018,3,75,17,17706.453999999998,7304.6
2018,3,75,18,17707.952,7304.6
2018,3,75,19,17708.642,7304.6
2018,3,75,20,17709.997,7304.6
2018,3,75,21,17711.322,7304.6
2018,3,75,22,17712.197,7304.6
2018,3,75,23,17713.131999999998,7304.6
2018,3,76,0,17713.659,7304.6
2018,3,76,1,17713.943,7304.6
2018,3,76,2,17714.175,7304.6
2018,3,76,3,17714.409,7304.6
2018,3,76,4,17714.62,7304.6
2018,3,76,5,17714.855,7304.6
2018,3,76,6,17715.118000000002,7304.7
2018,3,76,7,17715.44,7304.7
2018,3,76,8,17715.761000000002,7304.8
2018,3,76,9,17715.824,7305.4
2018,3,76,10,17715.886000000002,7306.0
2018,3,76,11,17716.221999999998,7306.6
2018,3,76,12,17716.335,7307.0
2018,3,76,13,17717.125,7307.4
2018,3,76,14,17717.256999999998,7307.7
2018,3,76,15,17717.778000000002,7307.9
2018,3,76,16,17718.261000000002,7308.0
2018,3,76,17,17720.407,7308.0
2018,3,76,18,17722.188000000002,7308.0
2018,3,76,19,17723.963,7308.0
2018,3,76,20,17725.325,7308.0
2018,3,76,21,17726.116,7308.0
2018,3,76,22,17726.837,7308.0
2018,3,76,23,17727.409,7308.0
2018,3,77,0,17727.639,7308.0
2018,3,77,1,17727.872,7308.0
2018,3,77,2,17728.106,7308.0
2018,3,77,3,17728.356,7308.0
2018,3,77,4,17728.527,7308.0
2018,3,77,5,17728.73,7308.0
2018,3,77,6,17728.896,7308.2
2018,3,77,7,17728.908,7308.6
2018,3,77,8,17729.136000000002,7309.0
2018,3,77,9,17729.142,7309.6
2018,3,77,10,17729.244,7310.5
2018,3,77,11,17729.697,7311.3
2018,3,77,12,17730.862,7312.1
2018,3,77,13,17731.135,7312.9
2018,3,77,14,17731.733,7313.4
2018,3,77,15,17732.267,7313.8
2018,3,77,16,17732.948,7314.1
2018,3,77,17,17735.076,7314.1
2018,3,77,18,17736.198,7314.1
2018,3,77,19,17738.058,7314.1
2018,3,77,20,17739.576,7314.1
2018,3,77,21,17740.542,7314.1
2018,3,77,22,17741.236,7314.1
2018,3,77,23,17741.808,7314.1
2018,3,78,0,17742.091,7314.1
2018,3,78,1,17742.284,7314.1
2018,3,78,2,17742.54,7314.1
2018,3,78,3,17742.788,7314.1
2018,3,78,4,17743.034,7314.1
2018,3,78,5,17743.325,7314.1
2018,3,78,6,17743.741,7314.2
2018,3,78,7,17743.764,7314.8
2018,3,78,8,17743.765,7316.5
2018,3,78,9,17743.765,7318.5
2018,3,78,10,17743.765,7321.1
2018,3,78,11,17743.786,7323.5
2018,3,78,12,17743.786,7325.9
2018,3,78,13,17743.799,7327.7
2018,3,78,14,17743.799,7329.1
2018,3,78,15,17743.802,7329.8
2018,3,78,16,17744.199,7329.9
2018,3,78,17,17745.256,7330.0
2018,3,78,18,17746.303,7330.0
2018,3,78,19,17747.051,7330.0
2018,3,78,20,17748.101000000002,7330.0
2018,3,78,21,17749.756999999998,7330.0
2018,3,78,22,17750.355,7330.0
2018,3,78,23,17750.804,7330.0
2018,3,79,0,17751.078999999998,7330.0
2018,3,79,1,17751.306,7330.0
2018,3,79,2,17751.517,7330.0
2018,3,79,3,17751.746,7330.0
2018,3,79,4,17751.986,7330.0
2018,3,79,5,17752.348,7330.0
2018,3,79,6,17752.644,7330.0
2018,3,79,7,17752.714,7330.5
2018,3,79,8,17752.731,7332.0
2018,3,79,9,17752.731,7334.3
2018,3,79,10,17752.731,7336.7
2018,3,79,11,17752.731,7339.3
2018,3,79,12,17752.732,7341.7
2018,3,79,13,17752.742,7343.4
2018,3,79,14,17752.742,7344.8
2018,3,79,15,17752.8,7345.5
2018,3,79,16,17753.156000000006,7345.6
2018,3,79,17,17753.664,7345.7
2018,3,79,18,17754.17,7345.7
2018,3,79,19,17755.59,7345.7
2018,3,79,20,17756.994,7345.7
2018,3,79,21,17757.745,7345.7
2018,3,79,22,17758.244,7345.7
2018,3,79,23,17758.738999999998,7345.7
2018,3,80,0,17759.013,7345.7
2018,3,80,1,17759.263,7345.7
2018,3,80,2,17759.425,7345.7
2018,3,80,3,17759.663,7345.7
2018,3,80,4,17759.898,7345.7
2018,3,80,5,17760.139,7345.7
2018,3,80,6,17760.535,7345.8
2018,3,80,7,17760.861,7345.9
2018,3,80,8,17760.888,7346.2
2018,3,80,9,17760.933999999994,7347.3
2018,3,80,10,17760.935,7349.0
2018,3,80,11,17760.968,7349.7
2018,3,80,12,17760.968,7350.7
2018,3,80,13,17760.982,7351.0
2018,3,80,14,17761.113999999998,7351.7
2018,3,80,15,17761.119,7352.4
2018,3,80,16,17761.242,7352.6
2018,3,80,17,17761.743000000002,7352.7
2018,3,80,18,17762.395,7352.7
2018,3,80,19,17762.953,7352.7
2018,3,80,20,17763.418,7352.7
2018,3,80,21,17763.89,7352.7
2018,3,80,22,17764.444,7352.7
2018,3,80,23,17765.439,7352.7
2018,3,81,0,17766.27,7352.7
2018,3,81,1,17766.439,7352.7
2018,3,81,2,17766.703,7352.7
2018,3,81,3,17766.891,7352.7
2018,3,81,4,17767.05,7352.7
2018,3,81,5,17767.371,7352.7
2018,3,81,6,17767.656000000006,7352.7
2018,3,81,7,17768.128,7352.8
2018,3,81,8,17768.366,7352.9
2018,3,81,9,17769.182,7353.0
2018,3,81,10,17769.529,7353.2
2018,3,81,11,17769.893,7353.4
2018,3,81,12,17769.901,7354.3
2018,3,81,13,17770.092,7354.7
2018,3,81,14,17770.246,7355.0
2018,3,81,15,17770.897,7355.2
2018,3,81,16,17771.74,7355.4
2018,3,81,17,17772.265,7355.4
2018,3,81,18,17772.863,7355.4
2018,3,81,19,17773.505,7355.4
2018,3,81,20,17774.282,7355.4
2018,3,81,21,17774.978,7355.4
2018,3,81,22,17775.653000000002,7355.4
2018,3,81,23,17776.005,7355.4
2018,3,82,0,17776.282,7355.4
2018,3,82,1,17776.482,7355.4
2018,3,82,2,17776.674,7355.4
2018,3,82,3,17776.932,7355.4
2018,3,82,4,17777.129,7355.4
2018,3,82,5,17777.397,7355.4
2018,3,82,6,17777.756,7355.5
2018,3,82,7,17778.019,7355.6
2018,3,82,8,17778.261000000002,7355.6
2018,3,82,9,17780.008,7355.7
2018,3,82,10,17780.918,7355.8
2018,3,82,11,17780.936999999998,7356.6
2018,3,82,12,17781.028000000002,7357.3
2018,3,82,13,17781.052,7357.9
2018,3,82,14,17781.261000000002,7358.2
2018,3,82,15,17781.802,7358.3
2018,3,82,16,17782.908,7358.4
2018,3,82,17,17783.696,7358.5
2018,3,82,18,17785.226000000002,7358.5
2018,3,82,19,17786.497,7358.5
2018,3,82,20,17787.438000000002,7358.5
2018,3,82,21,17788.245,7358.5
2018,3,82,22,17789.006,7358.5
2018,3,82,23,17789.696,7358.5
2018,3,83,0,17790.266,7358.5
2018,3,83,1,17790.558,7358.5
2018,3,83,2,17790.745,7358.5
2018,3,83,3,17791.031000000006,7358.5
2018,3,83,4,17791.221,7358.5
2018,3,83,5,17791.425,7358.5
2018,3,83,6,17791.645,7358.6
2018,3,83,7,17791.728,7358.8
2018,3,83,8,17791.773,7359.1
2018,3,83,9,17791.836,7360.2
2018,3,83,10,17791.9,7361.9
2018,3,83,11,17792.089,7363.6
2018,3,83,12,17792.089,7365.1
2018,3,83,13,17792.091,7366.5
2018,3,83,14,17792.148999999998,7367.7
2018,3,83,15,17792.171000000002,7368.4
2018,3,83,16,17792.55,7368.6
2018,3,83,17,17793.148999999998,7368.7
2018,3,83,18,17793.764,7368.7
2018,3,83,19,17794.501,7368.7
2018,3,83,20,17795.307,7368.7
2018,3,83,21,17796.205,7368.7
2018,3,83,22,17796.981,7368.7
2018,3,83,23,17797.839,7368.7
2018,3,84,0,17798.168,7368.7
2018,3,84,1,17798.495,7368.7
2018,3,84,2,17798.662,7368.7
2018,3,84,3,17798.88,7368.7
2018,3,84,4,17799.077,7368.7
2018,3,84,5,17799.268,7368.7
2018,3,84,6,17799.851000000002,7368.8
2018,3,84,7,17800.136000000002,7369.6
2018,3,84,8,17800.139,7371.3
2018,3,84,9,17800.139,7373.6
2018,3,84,10,17800.139,7375.8
2018,3,84,11,17800.139,7378.1
2018,3,84,12,17800.226000000002,7379.9
2018,3,84,13,17800.988999999998,7381.1
2018,3,84,14,17801.326,7381.8
2018,3,84,15,17801.723,7382.1
2018,3,84,16,17803.84,7382.3
2018,3,84,17,17804.732,7382.4
2018,3,84,18,17806.125,7382.4
2018,3,84,19,17807.181,7382.4
2018,3,84,20,17807.906000000006,7382.4
2018,3,84,21,17808.534,7382.4
2018,3,84,22,17809.197,7382.4
2018,3,84,23,17809.453999999998,7382.4
2018,3,85,0,17809.744,7382.4
2018,3,85,1,17809.931,7382.4
2018,3,85,2,17810.139,7382.4
2018,3,85,3,17810.363,7382.4
2018,3,85,4,17810.571,7382.4
2018,3,85,5,17811.189,7382.4
2018,3,85,6,17811.416,7382.5
2018,3,85,7,17811.653000000002,7382.7
2018,3,85,8,17811.856,7383.4
2018,3,85,9,17811.949,7384.6
2018,3,85,10,17811.949,7386.8
2018,3,85,11,17811.949,7389.0
2018,3,85,12,17811.949,7390.4
2018,3,85,13,17812.195,7390.9
2018,3,85,14,17812.378,7391.5
2018,3,85,15,17812.88,7391.7
2018,3,85,16,17813.418,7392.0
2018,3,85,17,17814.005,7392.0
2018,3,85,18,17814.959,7392.0
2018,3,85,19,17815.689,7392.0
2018,3,85,20,17816.443,7392.0
2018,3,85,21,17818.159,7392.0
2018,3,85,22,17818.795,7392.0
2018,3,85,23,17819.182,7392.0
2018,3,86,0,17819.343,7392.0
2018,3,86,1,17819.633,7392.0
2018,3,86,2,17819.815,7392.0
2018,3,86,3,17820.006999999998,7392.0
2018,3,86,4,17820.292,7392.0
2018,3,86,5,17820.674,7392.1
2018,3,86,6,17820.862,7392.3
2018,3,86,7,17820.88,7392.9
2018,3,86,8,17820.903000000002,7393.9
2018,3,86,9,17820.933999999994,7394.8
2018,3,86,10,17820.953,7395.5
2018,3,86,11,17821.032,7396.2
2018,3,86,12,17821.288,7396.4
2018,3,86,13,17821.714,7396.6
2018,3,86,14,17822.328999999998,7396.7
2018,3,86,15,17822.817,7396.8
2018,3,86,16,17825.0,7396.9
2018,3,86,17,17825.979,7396.9
2018,3,86,18,17827.414,7396.9
2018,3,86,19,17828.768,7396.9
2018,3,86,20,17829.529,7396.9
2018,3,86,21,17830.161,7396.9
2018,3,86,22,17830.475,7396.9
2018,3,86,23,17830.688000000002,7396.9
2018,3,87,0,17831.34,7396.9
2018,3,87,1,17831.647,7396.9
2018,3,87,2,17831.986,7396.9
2018,3,87,3,17832.228,7396.9
2018,3,87,4,17832.473,7396.9
2018,3,87,5,17832.835,7397.0
2018,3,87,6,17833.24,7397.0
2018,3,87,7,17833.957,7397.1
2018,3,87,8,17833.991,7397.4
2018,3,87,9,17834.002,7397.7
2018,3,87,10,17834.052,7398.0
2018,3,87,11,17834.213,7398.2
2018,3,87,12,17834.453,7398.2
2018,3,87,13,17834.662,7398.4
2018,3,87,14,17834.877,7398.6
2018,3,87,15,17835.277,7398.7
2018,3,87,16,17835.7,7398.8
2018,3,87,17,17836.883,7398.8
2018,3,87,18,17838.161,7398.8
2018,3,87,19,17838.713,7398.8
2018,3,87,20,17839.172,7398.8
2018,3,87,21,17839.957,7398.8
2018,3,87,22,17840.552,7398.8
2018,3,87,23,17840.857,7398.8
2018,3,88,0,17841.095,7398.8
2018,3,88,1,17841.272,7398.8
2018,3,88,2,17841.551,7398.8
2018,3,88,3,17841.72,7398.8
2018,3,88,4,17841.968,7398.8
2018,3,88,5,17842.432,7398.8
2018,3,88,6,17842.682,7398.9
2018,3,88,7,17842.76,7399.2
2018,3,88,8,17842.79,7399.6
2018,3,88,9,17842.8,7400.8
2018,3,88,10,17842.802,7402.2
2018,3,88,11,17842.803,7403.9
2018,3,88,12,17842.811999999998,7405.7
2018,3,88,13,17842.845,7407.4
2018,3,88,14,17842.859,7408.3
2018,3,88,15,17842.979,7409.1
2018,3,88,16,17843.519,7409.3
2018,3,88,17,17844.83,7409.4
2018,3,88,18,17846.11,7409.4
2018,3,88,19,17846.944,7409.4
2018,3,88,20,17847.98,7409.4
2018,3,88,21,17848.717,7409.4
2018,3,88,22,17849.275,7409.4
2018,3,88,23,17849.749,7409.4
2018,3,89,0,17849.918999999998,7409.4
2018,3,89,1,17850.176,7409.4
2018,3,89,2,17850.337,7409.4
2018,3,89,3,17850.628,7409.4
2018,3,89,4,17850.843999999994,7409.4
2018,3,89,5,17851.143,7409.4
2018,3,89,6,17851.151,7409.7
2018,3,89,7,17851.23,7410.5
2018,3,89,8,17851.661,7411.8
2018,3,89,9,17851.714,7413.1
2018,3,89,10,17851.76,7414.7
2018,3,89,11,17851.904,7417.2
2018,3,89,12,17851.912,7419.1
2018,3,89,13,17851.924,7420.5
2018,3,89,14,17851.965,7421.5
2018,3,89,15,17852.459,7422.0
2018,3,89,16,17853.259,7422.1
2018,3,89,17,17854.116,7422.2
2018,3,89,18,17854.618000000002,7422.2
2018,3,89,19,17855.369,7422.2
2018,3,89,20,17856.813000000002,7422.2
2018,3,89,21,17858.028000000002,7422.2
2018,3,89,22,17858.654,7422.2
2018,3,89,23,17859.138,7422.2
2018,3,90,0,17859.409,7422.2
2018,3,90,1,17859.61,7422.2
2018,3,90,2,17859.817,7422.2
2018,3,90,3,17860.029,7422.2
2018,3,90,4,17860.269,7422.2
2018,3,90,5,17860.455,7422.2
2018,3,90,6,17860.59,7422.3
2018,3,90,7,17860.59,7422.4
2018,3,90,8,17860.635,7422.4
2018,3,90,9,17860.647,7422.4
2018,3,90,10,17860.657,7422.4
2018,3,90,11,17860.84,7422.4
2018,3,90,12,17861.448,7422.4
2018,3,90,13,17861.977,7422.4
2018,3,90,14,17862.278000000002,7422.4
2018,3,90,15,17864.223,7422.4
2018,3,90,16,17866.129,7422.4
2018,3,90,17,17867.071,7422.4
2018,3,90,18,17868.626,7422.4
2018,3,90,19,17870.297,7422.4
2018,3,90,20,17871.256999999998,7422.4
2018,3,90,21,17872.13,7433.0
2018,3,90,22,17872.773,7433.0
2018,3,90,23,17873.028000000002,7433.0
2018,4,91,0,17873.287,7433.0
2018,4,91,1,17873.572,7433.0
2018,4,91,2,17873.819,7433.0
2018,4,91,3,17874.013,7433.0
2018,4,91,4,17874.215,7433.0
2018,4,91,5,17874.475,7433.1
2018,4,91,6,17874.677,7433.1
2018,4,91,7,17875.447,7433.2
2018,4,91,8,17875.581000000002,7433.8
2018,4,91,9,17875.738,7434.3
2018,4,91,10,17875.966,7435.1
2018,4,91,11,17877.573,7435.2
2018,4,91,12,17878.744,7435.6
2018,4,91,13,17878.943,7436.0
2018,4,91,14,17879.723,7436.1
2018,4,91,15,17881.595,7436.1
2018,4,91,16,17883.194,7436.2
2018,4,91,17,17883.915,7436.3
2018,4,91,18,17885.711,7436.3
2018,4,91,19,17886.762,7436.3
2018,4,91,20,17887.856,7436.3
2018,4,91,21,17888.721,7436.3
2018,4,91,22,17889.267,7436.3
2018,4,91,23,17889.572,7436.3
2018,4,92,0,17889.816000000006,7436.3
2018,4,92,1,17890.054,7436.3
2018,4,92,2,17890.258,7436.3
2018,4,92,3,17890.488,7436.3
2018,4,92,4,17890.828999999998,7436.3
2018,4,92,5,17891.081000000002,7436.3
2018,4,92,6,17891.628,7436.4
2018,4,92,7,17891.737,7436.6
2018,4,92,8,17891.868000000002,7437.0
2018,4,92,9,17891.876,7437.7
2018,4,92,10,17892.041,7438.3
2018,4,92,11,17892.051,7438.3
2018,4,92,12,17892.093999999994,7438.3
2018,4,92,13,17892.355,7438.3
2018,4,92,14,17892.394,7438.3
2018,4,92,15,17892.613999999998,7438.3
2018,4,92,16,17893.195,7438.3
2018,4,92,17,17894.802,7438.3
2018,4,92,18,17896.316000000006,7438.3
2018,4,92,19,17897.415,7438.3
2018,4,92,20,17898.821,7438.3
2018,4,92,21,17899.59,7442.0
2018,4,92,22,17900.051,7442.0
2018,4,92,23,17900.339,7442.0
2018,4,93,0,17900.588,7442.0
2018,4,93,1,17900.778000000002,7442.0
2018,4,93,2,17901.017,7442.0
2018,4,93,3,17901.196,7442.0
2018,4,93,4,17901.519,7442.0
2018,4,93,5,17901.872,7442.1
2018,4,93,6,17902.05,7442.2
2018,4,93,7,17902.154,7442.8
2018,4,93,8,17902.155,7443.6
2018,4,93,9,17902.157,7444.3
2018,4,93,10,17902.261000000002,7444.9
2018,4,93,11,17902.261000000002,7446.4
2018,4,93,12,17902.261000000002,7448.7
2018,4,93,13,17902.267,7450.3
2018,4,93,14,17902.402,7451.6
2018,4,93,15,17902.474,7452.0
2018,4,93,16,17903.355,7452.3
2018,4,93,17,17904.605,7452.4
2018,4,93,18,17905.631,7452.4
2018,4,93,19,17906.708,7452.4
2018,4,93,20,17907.263,7452.4
2018,4,93,21,17907.922,7452.4
2018,4,93,22,17908.201,7452.4
2018,4,93,23,17908.464,7452.4
2018,4,94,0,17908.691000000006,7452.4
2018,4,94,1,17908.898,7452.4
2018,4,94,2,17909.119,7452.4
2018,4,94,3,17909.353,7452.4
2018,4,94,4,17909.578999999998,7452.4
2018,4,94,5,17909.991,7452.4
2018,4,94,6,17910.223,7452.5
2018,4,94,7,17910.6,7452.6
2018,4,94,8,17910.628,7453.4
2018,4,94,9,17910.666,7454.4
2018,4,94,10,17910.694,7455.1
2018,4,94,11,17910.779,7455.5
2018,4,94,12,17911.53,7456.0
2018,4,94,13,17911.697,7456.4
2018,4,94,14,17911.822,7457.0
2018,4,94,15,17912.429,7457.1
2018,4,94,16,17913.482,7457.3
2018,4,94,17,17914.628,7457.3
2018,4,94,18,17915.644,7457.4
2018,4,94,19,17916.101000000002,7457.4
2018,4,94,20,17916.663,7457.4
2018,4,94,21,17917.459,7457.4
2018,4,94,22,17917.849,7457.4
2018,4,94,23,17918.072,7457.4
2018,4,95,0,17918.363999999998,7457.4
2018,4,95,1,17918.519,7457.4
2018,4,95,2,17918.716,7457.4
2018,4,95,3,17918.998,7457.4
2018,4,95,4,17919.199,7457.4
2018,4,95,5,17919.541,7457.4
2018,4,95,6,17919.879,7457.5
2018,4,95,7,17920.139,7457.8
2018,4,95,8,17920.4,7458.2
2018,4,95,9,17920.558999999994,7458.7
2018,4,95,10,17920.917,7459.4
2018,4,95,11,17920.993000000002,7460.2
2018,4,95,12,17921.006,7461.2
2018,4,95,13,17921.09,7462.4
2018,4,95,14,17921.147,7463.6
2018,4,95,15,17921.207,7464.2
2018,4,95,16,17921.711,7464.4
2018,4,95,17,17923.061999999998,7464.5
2018,4,95,18,17924.137,7464.5
2018,4,95,19,17924.888,7464.5
2018,4,95,20,17925.82,7464.5
2018,4,95,21,17927.042,7464.5
2018,4,95,22,17927.584,7464.5
2018,4,95,23,17927.922,7464.5
2018,4,96,0,17928.198,7464.5
2018,4,96,1,17928.363999999998,7464.5
2018,4,96,2,17928.558,7464.5
2018,4,96,3,17928.836,7464.5
2018,4,96,4,17929.11,7464.5
2018,4,96,5,17929.513,7464.6
2018,4,96,6,17929.707,7464.7
2018,4,96,7,17929.714,7465.7
2018,4,96,8,17929.721,7467.9
2018,4,96,9,17929.726000000002,7470.2
2018,4,96,10,17929.726000000002,7472.9
2018,4,96,11,17929.733,7475.2
2018,4,96,12,17929.733,7477.6
2018,4,96,13,17929.897,7479.4
2018,4,96,14,17930.02,7480.8
2018,4,96,15,17930.122,7481.4
2018,4,96,16,17930.69,7481.7
2018,4,96,17,17932.564,7481.8
2018,4,96,18,17933.968999999994,7481.8
2018,4,96,19,17935.037,7481.8
2018,4,96,20,17935.737,7481.8
2018,4,96,21,17936.291,7481.8
2018,4,96,22,17936.791,7481.8
2018,4,96,23,17937.116,7481.8
2018,4,97,0,17937.333,7481.8
2018,4,97,1,17937.54,7481.8
2018,4,97,2,17937.778000000002,7481.8
2018,4,97,3,17938.015,7481.8
2018,4,97,4,17938.21,7481.8
2018,4,97,5,17938.367,7481.9
2018,4,97,6,17938.584,7482.1
2018,4,97,7,17938.584,7482.9
2018,4,97,8,17938.601000000002,7484.7
2018,4,97,9,17938.853,7486.5
2018,4,97,10,17938.856,7488.7
2018,4,97,11,17938.856,7490.8
2018,4,97,12,17938.863,7492.8
2018,4,97,13,17938.917,7494.4
2018,4,97,14,17938.962,7495.6
2018,4,97,15,17939.017,7496.3
2018,4,97,16,17940.729,7496.6
2018,4,97,17,17941.743000000002,7496.7
2018,4,97,18,17943.127,7496.7
2018,4,97,19,17943.929,7496.7
2018,4,97,20,17944.52,7496.7
2018,4,97,21,17945.293999999998,7496.7
2018,4,97,22,17945.85,7496.7
2018,4,97,23,17946.314,7496.7
2018,4,98,0,17946.516,7496.7
2018,4,98,1,17946.721,7496.7
2018,4,98,2,17947.014,7496.7
2018,4,98,3,17947.182,7496.7
2018,4,98,4,17947.44,7496.7
2018,4,98,5,17947.651,7496.7
2018,4,98,6,17947.707,7497.0
2018,4,98,7,17947.975,7497.4
2018,4,98,8,17948.113,7498.4
2018,4,98,9,17948.119,7500.1
2018,4,98,10,17948.124,7502.0
2018,4,98,11,17948.464,7504.1
2018,4,98,12,17948.483,7506.2
2018,4,98,13,17948.483,7507.6
2018,4,98,14,17948.715,7508.9
2018,4,98,15,17948.858,7509.4
2018,4,98,16,17950.444,7509.7
2018,4,98,17,17951.3,7509.8
2018,4,98,18,17952.36,7509.9
2018,4,98,19,17953.981,7509.9
2018,4,98,20,17954.612,7509.9
2018,4,98,21,17955.22,7509.9
2018,4,98,22,17955.627,7509.9
2018,4,98,23,17955.907,7509.9
2018,4,99,0,17956.153000000002,7509.9
2018,4,99,1,17956.401,7509.9
2018,4,99,2,17956.572,7509.9
2018,4,99,3,17956.887,7509.9
2018,4,99,4,17957.047,7509.9
