year,month,day,hour,total_consumption,total_solar_production
2018,1,1,0,16884.346,6947.4
2018,1,1,1,16884.942,6947.4
2018,1,1,2,16885.131999999998,6947.4
2018,1,1,3,16885.328,6947.4
2018,1,1,4,16885.543,6947.4
2018,1,1,5,16885.808,6947.4
2018,1,1,6,16886.026,6947.4
2018,1,1,7,16886.285,6947.4
2018,1,1,8,16886.536,6947.6
2018,1,1,9,16886.547,6948.3
2018,1,1,10,16886.729,6949.3
2018,1,1,11,16888.009,6949.9
2018,1,1,12,16888.397,6950.2
2018,1,1,13,16888.854,6950.3
2018,1,1,14,16889.519,6950.3
2018,1,1,15,16891.263,6950.4
2018,1,1,16,16892.296000000002,6950.4
2018,1,1,17,16894.602,6950.4
2018,1,1,18,16895.875,6950.4
2018,1,1,19,16896.738999999998,6950.4
2018,1,1,20,16897.221999999998,6950.4
2018,1,1,21,16897.607,6950.4
2018,1,1,22,16898.27,6950.4
2018,1,1,23,16898.92,6950.4
2018,1,2,0,16899.426,6950.4
2018,1,2,1,16899.53,6950.4
2018,1,2,2,16899.532,6950.4
2018,1,2,3,16900.093999999994,6950.4
2018,1,2,4,16900.332,6950.4
2018,1,2,5,16900.642,6950.4
2018,1,2,6,16900.907,6950.4
2018,1,2,7,16901.069,6950.4
2018,1,2,8,16901.716,6950.4
2018,1,2,9,16903.275,6950.5
2018,1,2,10,16903.68,6950.7
2018,1,2,11,16904.308,6951.1
2018,1,2,12,16904.943,6951.4
2018,1,2,13,16905.203,6951.5
2018,1,2,14,16905.593999999994,6951.6
2018,1,2,15,16906.108,6951.6
2018,1,2,16,16906.707,6951.6
2018,1,2,17,16907.397,6951.6
2018,1,2,18,16908.325,6951.6
2018,1,2,19,16909.866,6951.6
2018,1,2,20,16911.5,6951.6
2018,1,2,21,16912.42,6951.6
2018,1,2,22,16913.393,6951.6
2018,1,2,23,16914.156000000006,6951.6
2018,1,3,0,16914.565,6951.6
2018,1,3,1,16914.834,6951.6
2018,1,3,2,16915.028000000002,6951.6
2018,1,3,3,16915.185,6951.6
2018,1,3,4,16915.499,6951.6
2018,1,3,5,16915.656000000006,6951.6
2018,1,3,6,16915.918999999998,6951.6
2018,1,3,7,16916.182,6951.6
2018,1,3,8,16916.32,6951.7
2018,1,3,9,16916.694,6951.9
2018,1,3,10,16917.707,6951.9
2018,1,3,11,16918.918999999998,6952.0
2018,1,3,12,16919.685,6952.1
2018,1,3,13,16920.249,6952.1
2018,1,3,14,16920.778000000002,6952.2
2018,1,3,15,16921.893,6952.2
2018,1,3,16,16922.873,6952.2
2018,1,3,17,16924.413,6952.2
2018,1,3,18,16925.7,6952.2
2018,1,3,19,16928.423,6952.2
2018,1,3,20,16930.273999999998,6952.2
2018,1,3,21,16931.657,6952.2
2018,1,3,22,16932.737,6952.2
2018,1,3,23,16933.634,6952.2
2018,1,4,0,16933.907,6952.2
2018,1,4,1,16934.137,6952.2
2018,1,4,2,16934.322,6952.2
2018,1,4,3,16934.526,6952.2
2018,1,4,4,16934.76,6952.2
2018,1,4,5,16934.925,6952.2
2018,1,4,6,16935.395,6952.2
2018,1,4,7,16936.134,6952.2
2018,1,4,8,16936.403000000002,6952.3
2018,1,4,9,16936.629,6952.3
2018,1,4,10,16936.901,6952.4
2018,1,4,11,16937.088,6952.5
2018,1,4,12,16937.315,6952.5
2018,1,4,13,16937.588,6952.6
2018,1,4,14,16937.79,6952.7
2018,1,4,15,16938.031000000006,6952.7
2018,1,4,16,16938.32,6952.7
2018,1,4,17,16938.501,6952.7
2018,1,4,18,16938.752,6952.7
2018,1,4,19,16938.924,6952.7
2018,1,4,20,16939.174,6952.7
2018,1,4,21,16939.385,6952.7
2018,1,4,22,16939.589,6952.7
2018,1,4,23,16939.841,6952.7
2018,1,5,0,16940.064,6952.7
2018,1,5,1,16940.231,6952.7
2018,1,5,2,16940.482,6952.7
2018,1,5,3,16940.708,6952.7
2018,1,5,4,16940.901,6952.7
2018,1,5,5,16941.113,6952.7
2018,1,5,6,16941.314,6952.7
2018,1,5,7,16941.585,6952.7
2018,1,5,8,16941.784,6952.8
2018,1,5,9,16941.947,6952.8
2018,1,5,10,16942.031000000006,6953.2
2018,1,5,11,16942.032,6953.6
2018,1,5,12,16942.115,6953.9
2018,1,5,13,16942.133,6954.1
2018,1,5,14,16942.308999999994,6954.3
2018,1,5,15,16942.523999999998,6954.3
2018,1,5,16,16942.694,6954.3
2018,1,5,17,16942.949,6954.3
2018,1,5,18,16943.16,6954.3
2018,1,5,19,16943.463,6954.3
2018,1,5,20,16943.652,6954.3
2018,1,5,21,16943.876,6954.3
2018,1,5,22,16944.146,6954.3
2018,1,5,23,16944.381,6954.3
2018,1,6,0,16944.622,6954.3
2018,1,6,1,16944.845,6954.3
2018,1,6,2,16945.073,6954.3
2018,1,6,3,16945.341,6954.3
2018,1,6,4,16945.542,6954.3
2018,1,6,5,16945.74,6954.3
2018,1,6,6,16946.07,6954.3
2018,1,6,7,16946.32,6954.3
2018,1,6,8,16946.615,6954.4
2018,1,6,9,16946.849,6954.4
2018,1,6,10,16947.006999999998,6954.5
2018,1,6,11,16947.128,6954.7
2018,1,6,12,16947.153000000002,6954.9
2018,1,6,13,16947.311,6955.1
2018,1,6,14,16947.506,6955.1
2018,1,6,15,16947.733,6955.2
2018,1,6,16,16947.976000000002,6955.2
2018,1,6,17,16948.163,6955.2
2018,1,6,18,16948.4,6955.2
2018,1,6,19,16948.658,6955.2
2018,1,6,20,16948.876,6955.2
2018,1,6,21,16949.074,6955.2
2018,1,6,22,16949.258,6955.2
2018,1,6,23,16949.581000000002,6955.2
2018,1,7,0,16949.771,6955.2
2018,1,7,1,16949.997,6955.2
2018,1,7,2,16950.209,6955.2
2018,1,7,3,16950.451,6955.2
2018,1,7,4,16950.734,6955.2
2018,1,7,5,16950.92,6955.2
2018,1,7,6,16951.167,6955.2
2018,1,7,7,16951.416,6955.2
2018,1,7,8,16951.592,6955.2
2018,1,7,9,16951.639,6955.8
2018,1,7,10,16951.64,6956.3
2018,1,7,11,16951.657,6957.4
2018,1,7,12,16951.657,6958.5
2018,1,7,13,16951.658,6959.3
2018,1,7,14,16951.824,6959.5
2018,1,7,15,16952.031000000006,6959.6
2018,1,7,16,16952.385,6959.6
2018,1,7,17,16952.574,6959.6
2018,1,7,18,16952.947,6959.6
2018,1,7,19,16953.828999999998,6959.6
2018,1,7,20,16955.087,6959.6
2018,1,7,21,16956.155,6959.6
2018,1,7,22,16956.908,6959.6
2018,1,7,23,16958.268,6959.6
2018,1,8,0,16958.976000000002,6959.6
2018,1,8,1,16959.249,6959.6
2018,1,8,2,16959.505,6959.6
2018,1,8,3,16959.683999999994,6959.6
2018,1,8,4,16959.95,6959.6
2018,1,8,5,16960.259,6959.6
2018,1,8,6,16960.588,6959.6
2018,1,8,7,16960.964,6959.6
2018,1,8,8,16961.336,6959.6
2018,1,8,9,16962.427,6959.7
2018,1,8,10,16963.463,6959.7
2018,1,8,11,16964.221999999998,6959.8
2018,1,8,12,16964.769,6959.8
2018,1,8,13,16965.196,6959.9
2018,1,8,14,16965.727,6960.0
2018,1,8,15,16966.284,6960.0
2018,1,8,16,16966.995,6960.0
2018,1,8,17,16967.955,6960.0
2018,1,8,18,16969.793999999998,6960.0
2018,1,8,19,16971.374,6960.0
2018,1,8,20,16972.188000000002,6960.0
2018,1,8,21,16972.921000000002,6960.0
2018,1,8,22,16973.689,6960.0
2018,1,8,23,16974.238,6960.0
2018,1,9,0,16974.45,6960.0
2018,1,9,1,16974.605,6960.0
2018,1,9,2,16974.849,6960.0
2018,1,9,3,16975.017,6960.0
2018,1,9,4,16975.277,6960.0
2018,1,9,5,16975.529,6960.0
2018,1,9,6,16975.924,6960.0
2018,1,9,7,16976.273999999998,6960.0
2018,1,9,8,16976.493000000002,6960.1
2018,1,9,9,16976.912,6960.1
2018,1,9,10,16977.021,6960.4
2018,1,9,11,16977.136000000002,6960.7
2018,1,9,12,16977.283,6961.0
2018,1,9,13,16977.54,6961.2
2018,1,9,14,16978.163,6961.2
2018,1,9,15,16979.339,6961.3
2018,1,9,16,16980.096999999998,6961.3
2018,1,9,17,16981.833,6961.3
2018,1,9,18,16983.168,6961.3
2018,1,9,19,16983.889,6961.3
2018,1,9,20,16984.811999999998,6961.3
2018,1,9,21,16985.732,6961.3
2018,1,9,22,16986.927,6961.3
2018,1,9,23,16987.903000000002,6961.3
2018,1,10,0,16988.064,6961.3
2018,1,10,1,16988.32,6961.3
2018,1,10,2,16988.479,6961.3
2018,1,10,3,16988.629,6961.3
2018,1,10,4,16988.87,6961.3
2018,1,10,5,16989.156000000006,6961.3
2018,1,10,6,16989.499,6961.3
2018,1,10,7,16989.878,6961.3
2018,1,10,8,16990.165,6961.4
2018,1,10,9,16990.293999999998,6961.5
2018,1,10,10,16990.461,6961.7
2018,1,10,11,16990.615,6961.8
2018,1,10,12,16990.639,6962.1
2018,1,10,13,16991.006,6962.2
2018,1,10,14,16991.346,6962.3
2018,1,10,15,16991.688000000002,6962.3
2018,1,10,16,16992.609,6962.3
2018,1,10,17,16993.835,6962.3
2018,1,10,18,16994.808999999994,6962.3
2018,1,10,19,16995.397,6962.3
2018,1,10,20,16996.148999999998,6962.3
2018,1,10,21,16996.863999999998,6962.3
2018,1,10,22,16997.998,6962.3
2018,1,10,23,16998.534,6962.3
2018,1,11,0,16998.756999999998,6962.3
2018,1,11,1,16998.975,6962.3
2018,1,11,2,16999.128,6962.3
2018,1,11,3,16999.304,6962.3
2018,1,11,4,16999.578,6962.3
2018,1,11,5,16999.763,6962.3
2018,1,11,6,17000.05,6962.3
2018,1,11,7,17000.26,6962.3
2018,1,11,8,17000.514,6962.4
2018,1,11,9,17000.661,6962.5
2018,1,11,10,17000.82,6962.5
2018,1,11,11,17000.891,6962.8
2018,1,11,12,17000.897,6963.2
2018,1,11,13,17000.994,6963.4
2018,1,11,14,17001.122,6963.5
2018,1,11,15,17001.462,6963.6
2018,1,11,16,17001.672,6963.6
2018,1,11,17,17001.898999999998,6963.6
2018,1,11,18,17002.377,6963.6
2018,1,11,19,17002.7,6963.6
2018,1,11,20,17002.992,6963.6
2018,1,11,21,17003.333,6963.6
2018,1,11,22,17004.009,6963.6
2018,1,11,23,17004.424,6963.6
2018,1,12,0,17004.702,6963.6
2018,1,12,1,17004.888,6963.6
2018,1,12,2,17005.133,6963.6
2018,1,12,3,17005.318,6963.6
2018,1,12,4,17005.529,6963.6
2018,1,12,5,17005.821,6963.6
2018,1,12,6,17006.043999999998,6963.6
2018,1,12,7,17006.393,6963.6
2018,1,12,8,17006.575,6963.6
2018,1,12,9,17007.06,6963.7
2018,1,12,10,17007.661,6963.7
2018,1,12,11,17008.116,6963.8
2018,1,12,12,17008.832,6963.9
2018,1,12,13,17009.209,6963.9
2018,1,12,14,17009.592,6964.0
2018,1,12,15,17010.47,6964.0
2018,1,12,16,17011.052,6964.0
2018,1,12,17,17011.625,6964.0
2018,1,12,18,17012.443,6964.0
2018,1,12,19,17013.702,6964.0
2018,1,12,20,17014.725,6964.0
2018,1,12,21,17015.301,6964.0
2018,1,12,22,17015.957,6964.0
2018,1,12,23,17016.462,6964.0
2018,1,13,0,17016.716,6964.0
2018,1,13,1,17017.053,6964.0
2018,1,13,2,17017.249,6964.0
2018,1,13,3,17017.42,6964.0
2018,1,13,4,17017.613,6964.0
2018,1,13,5,17017.843,6964.0
2018,1,13,6,17017.987,6964.0
2018,1,13,7,17018.263,6964.0
2018,1,13,8,17019.066000000006,6964.1
2018,1,13,9,17019.452,6964.1
2018,1,13,10,17019.918,6964.2
2018,1,13,11,17020.163,6964.6
2018,1,13,12,17021.04,6964.8
2018,1,13,13,17022.415,6965.0
2018,1,13,14,17022.886000000002,6965.2
2018,1,13,15,17023.311,6965.3
2018,1,13,16,17023.943,6965.3
2018,1,13,17,17025.138,6965.3
2018,1,13,18,17025.927,6965.3
2018,1,13,19,17027.334,6965.3
2018,1,13,20,17028.244,6965.3
2018,1,13,21,17028.999,6965.3
2018,1,13,22,17030.034,6965.3
2018,1,13,23,17031.381,6965.3
2018,1,14,0,17032.386000000002,6965.3
2018,1,14,1,17032.576,6965.3
2018,1,14,2,17032.833,6965.3
2018,1,14,3,17032.994,6965.3
2018,1,14,4,17033.135,6965.3
2018,1,14,5,17033.412,6965.3
2018,1,14,6,17033.584,6965.3
2018,1,14,7,17033.787,6965.3
2018,1,14,8,17034.113,6965.5
2018,1,14,9,17034.113,6966.5
2018,1,14,10,17034.119,6967.8
2018,1,14,11,17034.159,6969.2
2018,1,14,12,17034.511000000002,6970.4
2018,1,14,13,17034.512,6971.2
2018,1,14,14,17034.808999999994,6971.5
2018,1,14,15,17035.293,6971.6
2018,1,14,16,17035.942,6971.6
2018,1,14,17,17038.009,6971.6
2018,1,14,18,17039.523,6971.6
2018,1,14,19,17041.023,6971.6
2018,1,14,20,17041.661,6971.6
2018,1,14,21,17042.221,6971.6
2018,1,14,22,17042.767,6971.6
2018,1,14,23,17043.173,6971.6
2018,1,15,0,17043.395,6971.6
2018,1,15,1,17043.543,6971.6
2018,1,15,2,17043.772,6971.6
2018,1,15,3,17043.955,6971.6
2018,1,15,4,17044.128,6971.6
2018,1,15,5,17044.334,6971.6
2018,1,15,6,17044.653000000002,6971.6
2018,1,15,7,17044.92,6971.6
2018,1,15,8,17045.117,6971.7
2018,1,15,9,17045.373,6971.7
2018,1,15,10,17045.647,6971.8
2018,1,15,11,17045.976000000002,6971.9
2018,1,15,12,17046.26,6972.0
2018,1,15,13,17046.679,6972.0
2018,1,15,14,17047.061,6972.1
2018,1,15,15,17047.431,6972.1
2018,1,15,16,17048.063000000002,6972.1
2018,1,15,17,17049.05,6972.1
2018,1,15,18,17050.201,6972.1
2018,1,15,19,17051.749,6972.1
2018,1,15,20,17052.368000000002,6972.1
2018,1,15,21,17053.023,6972.1
2018,1,15,22,17053.519,6972.1
2018,1,15,23,17054.157,6972.1
2018,1,16,0,17054.351000000002,6972.1
2018,1,16,1,17054.578999999998,6972.1
2018,1,16,2,17054.728,6972.1
2018,1,16,3,17054.926,6972.1
2018,1,16,4,17055.144,6972.1
2018,1,16,5,17055.319,6972.1
2018,1,16,6,17055.709,6972.1
2018,1,16,7,17055.985,6972.2
2018,1,16,8,17056.247,6972.2
2018,1,16,9,17056.634,6972.3
2018,1,16,10,17056.953999999998,6972.6
2018,1,16,11,17057.165,6973.4
2018,1,16,12,17057.216,6974.2
2018,1,16,13,17057.551,6974.5
2018,1,16,14,17058.117,6974.6
2018,1,16,15,17058.686999999998,6974.6
2018,1,16,16,17059.99,6974.6
2018,1,16,17,17061.441000000006,6974.6
2018,1,16,18,17063.386000000002,6974.6
2018,1,16,19,17064.765,6974.6
2018,1,16,20,17065.509,6974.6
2018,1,16,21,17066.678,6974.6
2018,1,16,22,17067.718999999994,6974.6
2018,1,16,23,17068.023,6974.6
2018,1,17,0,17068.332,6974.6
2018,1,17,1,17068.511000000002,6974.6
2018,1,17,2,17068.67,6974.6
2018,1,17,3,17068.884,6974.6
2018,1,17,4,17069.077,6974.6
2018,1,17,5,17069.303,6974.6
2018,1,17,6,17069.707,6974.6
2018,1,17,7,17069.97,6974.7
2018,1,17,8,17070.198,6974.8
2018,1,17,9,17070.283,6975.2
2018,1,17,10,17070.451,6975.3
2018,1,17,11,17070.56,6975.7
2018,1,17,12,17070.646,6975.9
2018,1,17,13,17071.473,6976.1
2018,1,17,14,17071.784,6976.3
2018,1,17,15,17072.156000000006,6976.3
2018,1,17,16,17072.968,6976.3
2018,1,17,17,17074.31,6976.3
2018,1,17,18,17075.475,6976.3
2018,1,17,19,17076.515,6976.3
2018,1,17,20,17076.949,6976.3
2018,1,17,21,17077.517,6976.3
2018,1,17,22,17078.076,6976.3
2018,1,17,23,17078.643,6976.3
2018,1,18,0,17078.851000000002,6976.3
2018,1,18,1,17079.039,6976.3
2018,1,18,2,17079.291,6976.3
2018,1,18,3,17079.417,6976.3
2018,1,18,4,17079.593999999994,6976.3
2018,1,18,5,17079.918,6976.3
2018,1,18,6,17080.176,6976.3
2018,1,18,7,17080.491,6976.3
2018,1,18,8,17080.706000000002,6976.4
2018,1,18,9,17081.615,6976.5
2018,1,18,10,17082.031000000006,6976.6
2018,1,18,11,17082.815,6976.8
2018,1,18,12,17083.578,6977.0
2018,1,18,13,17083.967,6977.2
2018,1,18,14,17084.339,6977.3
2018,1,18,15,17084.852,6977.3
2018,1,18,16,17085.536,6977.3
2018,1,18,17,17086.537,6977.3
2018,1,18,18,17087.514,6977.3
2018,1,18,19,17088.216,6977.3
2018,1,18,20,17089.015,6977.3
2018,1,18,21,17090.411,6977.3
2018,1,18,22,17091.558,6977.3
2018,1,18,23,17091.996,6977.3
2018,1,19,0,17092.175,6977.3
2018,1,19,1,17092.407,6977.3
2018,1,19,2,17092.604,6977.3
2018,1,19,3,17092.783,6977.3
2018,1,19,4,17092.949,6977.3
2018,1,19,5,17093.298,6977.3
2018,1,19,6,17093.588,6977.3
2018,1,19,7,17093.859,6977.3
2018,1,19,8,17094.139,6977.5
2018,1,19,9,17094.178,6977.8
2018,1,19,10,17094.208,6978.8
2018,1,19,11,17094.214,6980.0
2018,1,19,12,17094.22,6981.1
2018,1,19,13,17094.33,6981.5
2018,1,19,14,17094.339,6981.9
2018,1,19,15,17094.568,6982.0
2018,1,19,16,17094.889,6982.0
2018,1,19,17,17095.657,6982.0
2018,1,19,18,17096.916,6982.0
2018,1,19,19,17097.638,6982.0
2018,1,19,20,17098.448,6982.0
2018,1,19,21,17099.941000000006,6982.0
2018,1,19,22,17100.808,6982.0
2018,1,19,23,17102.061,6982.0
2018,1,20,0,17102.922,6982.0
2018,1,20,1,17103.19,6982.0
2018,1,20,2,17103.404,6982.0
2018,1,20,3,17103.556,6982.0
2018,1,20,4,17103.782,6982.0
2018,1,20,5,17103.988,6982.0
2018,1,20,6,17104.176,6982.0
2018,1,20,7,17104.446,6982.0
2018,1,20,8,17104.982,6982.1
2018,1,20,9,17105.781000000006,6982.2
2018,1,20,10,17106.608,6982.2
2018,1,20,11,17107.34,6982.3
2018,1,20,12,17107.924,6982.3
2018,1,20,13,17108.574,6982.3
2018,1,20,14,17109.056,6982.4
2018,1,20,15,17109.535,6982.5
2018,1,20,16,17110.141,6982.5
2018,1,20,17,17111.493000000002,6982.5
2018,1,20,18,17112.256,6982.5
2018,1,20,19,17113.014,6982.5
2018,1,20,20,17113.766,6982.5
2018,1,20,21,17114.47,6982.5
2018,1,20,22,17115.215,6982.5
2018,1,20,23,17116.023999999998,6982.5
2018,1,21,0,17116.45,6982.5
2018,1,21,1,17116.736,6982.5
2018,1,21,2,17117.082,6982.5
2018,1,21,3,17117.397,6982.5
2018,1,21,4,17117.708,6982.5
2018,1,21,5,17117.962,6982.5
2018,1,21,6,17118.36,6982.5
2018,1,21,7,17118.732,6982.5
2018,1,21,8,17118.849,6982.8
2018,1,21,9,17118.888,6983.7
2018,1,21,10,17118.985,6984.7
2018,1,21,11,17118.988,6986.4
2018,1,21,12,17119.054,6987.5
2018,1,21,13,17119.596999999998,6987.9
2018,1,21,14,17120.488999999998,6988.1
2018,1,21,15,17121.12,6988.2
2018,1,21,16,17121.854,6988.2
2018,1,21,17,17123.7,6988.2
2018,1,21,18,17124.92,6988.2
2018,1,21,19,17126.927,6988.2
2018,1,21,20,17129.016,6988.2
2018,1,21,21,17130.681,6988.2
2018,1,21,22,17131.342,6988.2
2018,1,21,23,17131.858,6988.2
2018,1,22,0,17132.371,6988.2
2018,1,22,1,17132.617,6988.2
2018,1,22,2,17132.771,6988.2
2018,1,22,3,17133.047,6988.2
2018,1,22,4,17133.23,6988.2
2018,1,22,5,17133.464,6988.2
2018,1,22,6,17133.9,6988.2
2018,1,22,7,17134.218,6988.2
2018,1,22,8,17134.482,6988.3
2018,1,22,9,17135.012,6988.4
2018,1,22,10,17135.179,6988.8
2018,1,22,11,17135.3,6989.1
2018,1,22,12,17135.418,6989.4
2018,1,22,13,17135.545,6989.7
2018,1,22,14,17135.763,6989.9
2018,1,22,15,17136.077,6990.0
2018,1,22,16,17136.431,6990.0
2018,1,22,17,17137.242,6990.0
2018,1,22,18,17138.159,6990.0
2018,1,22,19,17139.663,6990.0
2018,1,22,20,17140.691000000006,6990.0
2018,1,22,21,17141.335,6990.0
2018,1,22,22,17141.996,6990.0
2018,1,22,23,17142.409,6990.0
2018,1,23,0,17142.584,6990.0
2018,1,23,1,17142.807,6990.0
2018,1,23,2,17142.985,6990.0
2018,1,23,3,17143.221,6990.0
2018,1,23,4,17143.404,6990.0
2018,1,23,5,17143.561,6990.0
2018,1,23,6,17144.045,6990.0
2018,1,23,7,17144.289,6990.0
2018,1,23,8,17144.468,6990.1
2018,1,23,9,17144.765,6990.2
2018,1,23,10,17144.772,6990.6
2018,1,23,11,17144.779,6991.4
2018,1,23,12,17144.789,6992.5
2018,1,23,13,17144.833,6992.8
2018,1,23,14,17145.17,6992.9
2018,1,23,15,17145.431,6993.0
2018,1,23,16,17145.991,6993.0
2018,1,23,17,17148.422,6993.0
2018,1,23,18,17149.703999999998,6993.0
2018,1,23,19,17150.881,6993.0
2018,1,23,20,17151.667,6993.0
2018,1,23,21,17152.395,6993.0
2018,1,23,22,17153.091,6993.0
2018,1,23,23,17153.56,6993.0
2018,1,24,0,17153.768,6993.0
2018,1,24,1,17153.912,6993.0
2018,1,24,2,17154.153000000002,6993.0
2018,1,24,3,17154.348,6993.0
2018,1,24,4,17154.53,6993.0
2018,1,24,5,17154.773999999998,6993.0
2018,1,24,6,17155.203999999998,6993.0
2018,1,24,7,17155.51,6993.0
2018,1,24,8,17155.674,6993.1
2018,1,24,9,17155.781000000006,6993.3
2018,1,24,10,17155.925,6993.4
2018,1,24,11,17155.95,6993.7
2018,1,24,12,17155.968,6994.0
2018,1,24,13,17156.072,6994.2
2018,1,24,14,17156.244,6994.3
2018,1,24,15,17156.433999999994,6994.3
2018,1,24,16,17156.908,6994.3
2018,1,24,17,17157.585,6994.3
2018,1,24,18,17158.181,6994.3
2018,1,24,19,17159.703,6994.3
2018,1,24,20,17160.326,6994.3
2018,1,24,21,17161.026,6994.3
2018,1,24,22,17161.368000000002,6994.3
2018,1,24,23,17161.695,6994.3
2018,1,25,0,17162.036,6994.3
2018,1,25,1,17162.207,6994.3
2018,1,25,2,17162.385,6994.3
2018,1,25,3,17162.628,6994.3
2018,1,25,4,17162.814,6994.3
2018,1,25,5,17163.038,6994.3
2018,1,25,6,17163.49,6994.3
2018,1,25,7,17163.802,6994.4
2018,1,25,8,17164.012,6994.4
2018,1,25,9,17165.078,6994.5
2018,1,25,10,17165.701,6994.5
2018,1,25,11,17165.966,6994.8
2018,1,25,12,17166.863999999998,6994.9
2018,1,25,13,17167.714,6995.0
2018,1,25,14,17168.102,6995.1
2018,1,25,15,17168.732,6995.2
2018,1,25,16,17169.416,6995.2
2018,1,25,17,17170.481,6995.2
2018,1,25,18,17171.903000000002,6995.2
2018,1,25,19,17173.245,6995.2
2018,1,25,20,17174.029,6995.2
2018,1,25,21,17174.736,6995.2
2018,1,25,22,17175.381999999998,6995.2
2018,1,25,23,17175.906000000006,6995.2
2018,1,26,0,17176.237,6995.2
2018,1,26,1,17176.409,6995.2
2018,1,26,2,17176.604,6995.2
2018,1,26,3,17176.843,6995.2
2018,1,26,4,17176.991,6995.2
2018,1,26,5,17177.214,6995.2
2018,1,26,6,17177.634,6995.2
2018,1,26,7,17177.95,6995.2
2018,1,26,8,17178.124,6995.3
2018,1,26,9,17178.197,6995.6
2018,1,26,10,17178.224,6996.5
2018,1,26,11,17178.256,6997.0
2018,1,26,12,17178.354,6997.3
2018,1,26,13,17178.444,6997.5
2018,1,26,14,17178.567,6997.7
2018,1,26,15,17178.789,6997.7
2018,1,26,16,17179.064,6997.8
2018,1,26,17,17179.352,6997.8
2018,1,26,18,17179.673,6997.8
2018,1,26,19,17180.276,6997.8
2018,1,26,20,17181.563000000002,6997.8
2018,1,26,21,17182.503,6997.8
2018,1,26,22,17182.879,6997.8
2018,1,26,23,17183.191000000006,6997.8
2018,1,27,0,17183.411,6997.8
2018,1,27,1,17183.766,6997.8
2018,1,27,2,17184.138,6997.8
2018,1,27,3,17184.429,6997.8
2018,1,27,4,17184.792,6997.8
2018,1,27,5,17184.948,6997.8
2018,1,27,6,17185.164,6997.8
2018,1,27,7,17185.398999999998,6997.8
2018,1,27,8,17185.643,6997.8
2018,1,27,9,17185.901,6997.9
2018,1,27,10,17186.126,6998.1
2018,1,27,11,17186.136000000002,6998.8
2018,1,27,12,17186.183999999994,7000.1
2018,1,27,13,17186.19,7000.7
2018,1,27,14,17186.253,7001.1
2018,1,27,15,17186.596,7001.2
2018,1,27,16,17187.074,7001.2
2018,1,27,17,17188.07,7001.2
2018,1,27,18,17188.504,7001.2
2018,1,27,19,17188.874,7001.2
2018,1,27,20,17189.238,7001.2
2018,1,27,21,17189.819,7001.2
2018,1,27,22,17190.526,7001.2
2018,1,27,23,17191.136000000002,7001.2
2018,1,28,0,17191.435,7001.2
2018,1,28,1,17191.648,7001.2
2018,1,28,2,17191.817,7001.2
2018,1,28,3,17192.026,7001.2
2018,1,28,4,17192.21,7001.2
2018,1,28,5,17192.388,7001.2
2018,1,28,6,17192.61,7001.2
2018,1,28,7,17192.874,7001.2
2018,1,28,8,17193.281000000006,7001.3
2018,1,28,9,17193.534,7001.4
2018,1,28,10,17193.665,7001.6
2018,1,28,11,17193.784,7001.9
2018,1,28,12,17194.013,7002.3
2018,1,28,13,17194.2,7002.7
2018,1,28,14,17194.337,7003.0
2018,1,28,15,17194.679,7003.1
2018,1,28,16,17194.869,7003.1
2018,1,28,17,17195.143,7003.1
2018,1,28,18,17195.474,7003.1
2018,1,28,19,17196.161,7003.1
2018,1,28,20,17197.958,7003.1
2018,1,28,21,17198.731,7003.1
2018,1,28,22,17199.878,7003.1
2018,1,28,23,17200.346,7003.1
2018,1,29,0,17200.612,7003.1
2018,1,29,1,17200.878,7003.1
2018,1,29,2,17201.071,7003.1
2018,1,29,3,17201.424,7003.1
2018,1,29,4,17201.624,7003.1
2018,1,29,5,17201.861,7003.1
2018,1,29,6,17202.289,7003.1
2018,1,29,7,17202.641,7003.1
2018,1,29,8,17202.945,7003.1
2018,1,29,9,17203.69,7003.1
2018,1,29,10,17204.223,7003.1
2018,1,29,11,17204.901,7003.1
2018,1,29,12,17205.327,7003.1
2018,1,29,13,17205.7,7003.1
2018,1,29,14,17205.922,7003.1
2018,1,29,15,17206.402,7003.1
2018,1,29,16,17208.081000000002,7003.1
2018,1,29,17,17209.569,7003.1
2018,1,29,18,17210.623,7003.1
2018,1,29,19,17212.193,7003.1
2018,1,29,20,17213.089,7003.1
2018,1,29,21,17213.756999999998,7003.1
2018,1,29,22,17214.578,7003.7
2018,1,29,23,17215.276,7003.7
2018,1,30,0,17215.871,7003.7
2018,1,30,1,17216.175,7003.7
2018,1,30,2,17216.384,7003.7
2018,1,30,3,17216.623,7003.7
2018,1,30,4,17216.777,7003.7
2018,1,30,5,17217.025,7003.7
2018,1,30,6,17217.527,7003.7
2018,1,30,7,17217.743000000002,7003.8
2018,1,30,8,17217.859,7004.0
2018,1,30,9,17217.86,7004.5
2018,1,30,10,17217.873,7005.4
2018,1,30,11,17218.061,7006.1
2018,1,30,12,17218.128,7006.7
2018,1,30,13,17218.128,7007.3
2018,1,30,14,17218.13,7007.8
2018,1,30,15,17218.488,7007.9
2018,1,30,16,17218.955,7008.0
2018,1,30,17,17219.751,7008.0
2018,1,30,18,17220.881,7008.0
2018,1,30,19,17221.613999999998,7008.0
2018,1,30,20,17222.624,7008.0
2018,1,30,21,17224.619,7008.0
2018,1,30,22,17225.716,7008.0
2018,1,30,23,17226.205,7008.0
